Z,N,Mass Excess [MeV],Error,Estimated
79,113,-32.772116,0.015827,0
79,114,-33.404821,0.008674,0
79,115,-32.211936,0.002118,0
79,116,-32.567031,0.001119,0
79,117,-31.138706,0.002962,0
79,118,-31.139738,0.000542,0
79,119,-29.580781,0.00054,0
79,120,-29.093741,0.000542,0
79,121,-27.240092,0.026717,0
79,122,-26.400714,0.003218,0
79,123,-24.352979,0.023287,0
79,124,-23.143436,0.003083,0
79,125,-20.65,0.2,1
79,126,-18.77,0.196,1
79,127,-14.215,0.298,1
79,128,-10.81,0.3,1
79,129,-6.101,0.298,1
79,130,-2.54,0.4,1
79,131,2.329,0.401,1
80,91,3.48,0.303,1
80,92,-1.058744,0.150079,0
80,93,-2.71,0.196,1
80,94,-6.641009,0.019211,0
80,95,-7.972576,0.072896,0
80,96,-11.78495,0.011119,0
80,97,-12.782542,0.075056,0
80,98,-16.315901,0.01077,0
80,99,-16.928134,0.027267,0
80,100,-20.250447,0.012649,0
80,101,-20.661136,0.015382,0
80,102,-23.576922,0.00979,0
80,103,-23.804674,0.007084,0
80,104,-26.348965,0.010062,0
80,105,-26.183666,0.013639,0
80,106,-28.539097,0.01165,0
80,107,-28.11793,0.013905,0
80,108,-30.201914,0.012275,0
80,109,-29.626401,0.031553,0
80,110,-31.370697,0.015907,0
80,111,-30.591896,0.02228,0
80,112,-32.011553,0.015537,0
80,113,-31.062179,0.015505,0
80,114,-32.183945,0.002888,0
80,115,-31.013393,0.023142,0
80,116,-31.825941,0.002946,0
80,117,-30.540229,0.003207,0
80,118,-30.95431,0.000458,0
80,119,-29.546068,0.000526,0
80,120,-29.50327,0.000529,0
80,121,-27.662542,0.000711,0
80,122,-27.345324,0.000705,0
80,123,-25.269265,0.001627,0
80,124,-24.690145,0.000498,0
80,125,-22.28774,0.003654,0
80,126,-20.945801,0.02044,0
80,127,-16.487444,0.029808,0
80,128,-13.265406,0.030739,0
80,129,-8.644,0.149,1
80,130,-5.365,0.196,1
80,131,-0.624,0.196,1
80,132,2.757,0.298,1
80,133,7.666,0.298,1
80,134,11.178,0.401,1
80,135,16.208,0.401,1
80,136,19.859,0.401,1
81,95,0.581594,0.075086,0
81,96,-3.340526,0.021629,0
81,97,-4.79,0.089,1
81,98,-8.268495,0.038793,0
81,99,-9.386647,0.06001,0
81,100,-12.798735,0.009108,0
81,101,-13.327927,0.011839,0
81,102,-16.587257,0.009331,0
81,103,-16.883242,0.01002,0
81,104,-19.757741,0.020674,0
81,105,-19.886613,0.022356,0
81,106,-22.444587,0.008048,0
81,107,-22.3364,0.029904,0
81,108,-24.6161,0.008368,0
81,109,-24.372027,0.007948,0
81,110,-26.282945,0.007349,0
81,111,-25.872246,0.031671,0
81,112,-27.477212,0.006707,0
81,113,-26.937491,0.013972,0
81,114,-28.155248,0.011093,0
81,115,-27.496592,0.012109,0
81,116,-28.341649,0.016325,0
81,117,-27.528746,0.007545,0
81,118,-28.059394,0.027945,0
81,119,-27.04723,0.005759,0
81,120,-27.180838,0.014185,0
81,121,-25.980216,0.001606,0
81,122,-25.761377,0.001166,0
81,123,-24.346145,0.001152,0
81,124,-23.820874,0.001237,0
81,125,-22.253367,0.001284,0
81,126,-21.034451,0.005439,0
81,127,-16.750132,0.001854,0
81,128,-13.644757,0.00611,0
81,129,-9.246969,0.011604,0
81,130,-6.077998,0.041917,0
81,131,-1.551,0.2,1
81,132,1.783811,0.027013,0
81,133,6.465,0.196,1
81,134,9.911,0.298,1
81,135,14.718,0.298,1
81,136,18.313,0.401,1
81,137,23.18,0.4,1
82,96,3.574294,0.023963,0
82,97,2.050639,0.07559,0
82,98,-1.94138,0.012396,0
82,99,-3.11735,0.075411,0
82,100,-6.825112,0.012098,0
82,101,-7.575218,0.028151,0
82,102,-11.051522,0.012806,0
82,103,-11.54122,0.016175,0
82,104,-14.682026,0.011363,0
82,105,-14.986959,0.005094,0
82,106,-17.815202,0.010622,0
82,107,-17.844035,0.014062,0
82,108,-20.416645,0.012514,0
82,109,-20.231118,0.03726,0
82,110,-22.55602,0.013295,0
82,111,-22.19449,0.049577,0
82,112,-24.20794,0.017435,0
82,113,-23.707693,0.01796,0
82,114,-25.348312,0.00771,0
82,115,-24.745401,0.004804,0
82,116,-26.067489,0.00875,0
82,117,-25.231804,0.009996,0
82,118,-26.251054,0.010927,0
82,119,-25.271036,0.013747,0
82,120,-25.940614,0.003796,0
82,121,-24.786557,0.006554,0
82,122,-25.109892,0.001146,0
82,123,-23.770239,0.001144,0
82,124,-23.785584,0.001144,0
82,125,-22.452047,0.001147,0
82,126,-21.748598,0.001148,0
82,127,-17.614646,0.001747,0
82,128,-14.728502,0.001447,0
82,129,-10.492948,0.002261,0
82,130,-7.54885,0.001842,0
82,131,-3.203532,0.006954,0
82,132,-0.182769,0.001975,0
82,133,4.342244,0.052448,0
82,134,7.48,0.196,1
82,135,12.24,0.298,1
82,136,15.453,0.298,1
82,137,20.279,0.401,1
82,138,23.669,0.401,1
83,101,1.063068,0.07811,0
83,102,-2.236,0.081,1
83,103,-3.146212,0.016857,0
83,104,-6.383271,0.010005,0
83,105,-7.194687,0.011187,0
83,106,-10.06466,0.020851,0
83,107,-10.599579,0.022562,0
83,108,-13.239347,0.007487,0
83,109,-13.534535,0.030112,0
83,110,-15.884559,0.007576,0
83,111,-16.028811,0.006178,0
83,112,-18.025561,0.005287,0
83,113,-18.009031,0.024428,0
83,114,-19.687191,0.008333,0
83,115,-19.369486,0.027945,0
83,116,-20.797566,0.010568,0
83,117,-20.370755,0.022321,0
83,118,-21.416433,0.015183,0
83,119,-20.741484,0.015396,0
83,120,-21.524827,0.012778,0
83,121,-20.645896,0.00918,0
83,122,-21.064504,0.005111,0
83,123,-20.028278,0.007632,0
83,124,-20.054627,0.002397,0
83,125,-18.870223,0.002304,0
83,126,-18.258662,0.001364,0
83,127,-14.791979,0.001363,0
83,128,-11.859131,0.005442,0
83,129,-8.117954,0.001854,0
83,130,-5.231635,0.005082,0
83,131,-1.200753,0.011209,0
83,132,1.629322,0.005624,0
83,133,5.873991,0.011178,0
83,134,8.729962,0.017698,0
83,135,13.216037,0.027013,0
83,136,16.283,0.196,1
83,137,20.819,0.298,1
83,138,24.098,0.298,1
83,139,28.729,0.3,1
83,140,32.137,0.401,1
83,141,36.83,0.4,1
84,102,4.100974,0.018286,0
84,103,2.828597,0.031898,0
84,104,-0.544313,0.019973,0
84,105,-1.422005,0.022059,0
84,106,-4.563837,0.013465,0
84,107,-5.068735,0.007103,0
84,108,-8.070661,0.01111,0
84,109,-8.325318,0.014531,0
84,110,-11.004655,0.012911,0
84,111,-11.056259,0.037364,0
84,112,-13.473042,0.013512,0
84,113,-13.35799,0.049679,0
84,114,-15.473352,0.017424,0
84,115,-15.208483,0.01806,0
84,116,-16.941761,0.007579,0
84,117,-16.521185,0.004942,0
84,118,-17.941616,0.00867,0
84,119,-17.310889,0.008655,0
84,120,-18.341244,0.011013,0
84,121,-17.521398,0.010059,0
84,122,-18.188674,0.004012,0
84,123,-17.145775,0.006659,0
84,124,-17.469596,0.001737,0
84,125,-16.366092,0.001778,0
84,126,-15.953137,0.001146,0
84,127,-12.432571,0.001255,0
84,128,-10.369487,0.001152,0
84,129,-6.653584,0.003053,0
84,130,-4.470046,0.001449,0
84,131,-0.541706,0.002121,0
84,132,1.78242,0.001816,0
84,133,5.883518,0.006544,0
84,134,8.356901,0.001973,0
84,135,12.681359,0.015835,0
84,136,15.263461,0.017698,0
84,137,19.773755,0.019561,0
84,138,22.486265,0.040054,0
84,139,27.079,0.196,1
84,140,29.91,0.196,1
84,141,34.53,0.298,1
84,142,37.549,0.401,1
84,143,42.281,0.401,1
85,106,3.863917,0.016103,0
85,107,2.925854,0.027876,0
85,108,-0.06732,0.021632,0
85,109,-0.720163,0.024931,0
85,110,-3.470295,0.009573,0
85,111,-3.914677,0.030284,0
85,112,-6.35525,0.007983,0
85,113,-6.714513,0.005868,0
85,114,-8.823372,0.005384,0
85,115,-8.987892,0.024465,0
85,116,-10.789438,0.008184,0
85,117,-10.590732,0.027977,0
85,118,-12.162557,0.010576,0
85,119,-11.875433,0.022288,0
85,120,-12.971946,0.015085,0
85,121,-12.429718,0.015056,0
85,122,-13.227416,0.012406,0
85,123,-12.469871,0.008921,0
85,124,-12.882613,0.005102,0
85,125,-11.972177,0.007695,0
85,126,-11.647264,0.002729,0
85,127,-8.628221,0.002384,0
85,128,-6.579595,0.004898,0
85,129,-3.379831,0.004298,0
85,130,-1.255756,0.006799,0
85,131,2.256666,0.003575,0
85,132,4.394635,0.005001,0
85,133,8.098162,0.011604,0
85,134,10.396076,0.003237,0
85,135,14.375747,0.013972,0
85,136,16.782727,0.013972,0
85,137,20.953026,0.015835,0
85,138,23.428006,0.013972,0
85,139,27.711015,0.022356,0
85,140,30.395,0.298,1
85,141,34.614,0.298,1
85,142,37.483,0.298,1
85,143,41.684,0.401,1
85,144,44.823,0.401,1
86,107,9.042911,0.025112,0
86,108,5.723495,0.016899,0
86,109,5.050281,0.050502,0
86,110,1.970991,0.014417,0
86,111,1.510353,0.016193,0
86,112,-1.230358,0.01342,0
86,113,-1.499451,0.037588,0
86,114,-4.004765,0.013681,0
86,115,-4.072324,0.049732,0
86,116,-6.274635,0.01752,0
86,117,-6.153699,0.018179,0
86,118,-7.970193,0.007444,0
86,119,-7.709786,0.00508,0
86,120,-9.132965,0.008591,0
86,121,-8.634762,0.008497,0
86,122,-9.655591,0.011138,0
86,123,-8.941049,0.00996,0
86,124,-9.60477,0.004557,0
86,125,-8.755404,0.006813,0
86,126,-8.659608,0.003145,0
86,127,-5.696026,0.00337,0
86,128,-4.319742,0.009187,0
86,129,-1.168561,0.007672,0
86,130,0.252868,0.005994,0
86,131,3.658501,0.004198,0
86,132,5.217347,0.002316,0
86,133,8.829402,0.0021,0
86,134,10.612077,0.001815,0
86,135,14.47142,0.005714,0
86,136,16.372206,0.00195,0
86,137,20.389739,0.007822,0
86,138,22.445098,0.009814,0
86,139,26.534141,0.01114,0
86,140,28.747192,0.010477,0
86,141,32.885834,0.014091,0
86,142,35.243465,0.017677,0
86,143,39.3624,0.013041,0
86,144,42.048,0.196,1
86,145,46.454,0.298,1
87,110,10.253971,0.054404,0
87,111,9.574024,0.032222,0
87,112,6.771393,0.013726,0
87,113,6.132498,0.030611,0
87,114,3.588577,0.00908,0
87,115,3.096237,0.00704,0
87,116,0.876417,0.006232,0
87,117,0.60731,0.024581,0
87,118,-1.309813,0.007824,0
87,119,-1.242416,0.028195,0
87,120,-2.844341,0.017505,0
87,121,-2.665919,0.011834,0
87,122,-3.769572,0.014648,0
87,123,-3.333205,0.015154,0
87,124,-4.140249,0.011991,0
87,125,-3.515968,0.008775,0
87,126,-3.552848,0.005091,0
87,127,-0.958707,0.008634,0
87,128,0.318065,0.007066,0
87,129,2.97095,0.004173,0
87,130,4.31459,0.006531,0
87,131,7.059117,0.004757,0
87,132,8.617767,0.007039,0
87,133,11.48232,0.004028,0
87,134,13.27729,0.004886,0
87,135,16.378105,0.007452,0
87,136,18.382394,0.001932,0
87,137,21.748616,0.011178,0
87,138,23.82061,0.011967,0
87,139,27.520539,0.00623,0
87,140,29.682445,0.005898,0
87,141,33.384221,0.006732,0
87,142,35.668262,0.005001,0
87,143,39.486768,0.006541,0
87,144,42.080575,0.007731,0
87,145,46.072834,0.013972,0
87,146,48.920051,0.019561,0
88,113,11.936801,0.020301,0
88,114,9.074861,0.015018,0
88,115,8.661726,0.038124,0
88,116,6.056787,0.015273,0
88,117,5.838991,0.070521,0
88,118,3.565539,0.018008,0
88,119,3.544485,0.053202,0
88,120,1.727856,0.009023,0
88,121,1.858219,0.005747,0
88,122,0.442792,0.009193,0
88,123,0.832023,0.007918,0
88,124,-0.198968,0.011263,0
88,125,0.345557,0.009818,0
88,126,0.092734,0.00525,0
88,127,2.533739,0.007613,0
88,128,3.291077,0.008737,0
88,129,5.889656,0.007202,0
88,130,6.65117,0.011176,0
88,131,9.394282,0.008258,0
88,132,10.270245,0.008237,0
88,133,12.963811,0.00463,0
88,134,14.320188,0.004454,0
88,135,17.233309,0.00209,0
88,136,18.825917,0.001813,0
88,137,21.993109,0.002596,0
88,138,23.667824,0.001933,0
88,139,27.177711,0.001952,0
88,140,28.940268,0.001996,0
88,141,32.561963,0.015441,0
88,142,34.516306,0.010296,0
88,143,38.216486,0.01137,0
88,144,40.496953,0.009151,0
88,145,44.33406,0.008603,0
88,146,46.930629,0.008383,0
88,147,51.13,0.3,1
89,116,14.106693,0.050818,0
89,117,13.479452,0.050493,0
89,118,11.146233,0.050387,0
89,119,10.753235,0.055716,0
89,120,8.843809,0.050608,0
89,121,8.789699,0.057402,0
89,122,7.202214,0.052976,0
89,123,7.277298,0.051381,0
89,124,6.154692,0.015272,0
89,125,6.443854,0.01536,0
89,126,6.030615,0.012406,0
89,127,8.144395,0.01084,0
89,128,8.703673,0.011389,0
89,129,10.843609,0.05074,0
89,130,11.56948,0.050497,0
89,131,13.743682,0.006129,0
89,132,14.523109,0.050425,0
89,133,16.621474,0.005174,0
89,134,17.825882,0.00711,0
89,135,20.234135,0.004089,0
89,136,21.637346,0.004758,0
89,137,24.309264,0.0031,0
89,138,25.84958,0.001927,0
89,139,28.894728,0.002094,0
89,140,30.689933,0.012109,0
89,141,33.838383,0.015835,0
89,142,35.762849,0.013041,0
89,143,39.154419,0.013041,0
89,144,41.308033,0.013041,0
89,145,44.84119,0.013972,0
89,146,47.357155,0.013972,0
89,147,51.220992,0.038191,0
89,148,54.02,0.4,1
90,118,16.68373,0.03419,0
90,119,16.367,0.14,1
90,120,14.059446,0.018909,0
90,121,13.910171,0.07301,0
90,122,12.110808,0.010109,0
90,123,12.120086,0.009217,0
90,124,10.694885,0.010661,0
90,125,10.921586,0.00884,0
90,126,10.298332,0.012042,0
90,127,12.20578,0.010614,0
90,128,12.366741,0.010516,0
90,129,14.47139,0.050576,0
90,130,14.6691,0.022166,0
90,131,16.940371,0.008166,0
90,132,17.203111,0.012279,0
90,133,19.385831,0.009212,0
90,134,19.993734,0.01012,0
90,135,22.310127,0.005093,0
90,136,23.197634,0.004481,0
90,137,25.804823,0.002088,0
90,138,26.770984,0.001807,0
90,139,29.585583,0.002405,0
90,140,30.862593,0.00121,0
90,141,33.815891,0.001218,0
90,142,35.446784,0.001422,0
90,143,38.731715,0.001425,0
90,144,40.613009,0.002589,0
90,145,44.017749,0.013041,0
90,146,46.255198,0.013972,0
90,147,49.955092,0.015835,0
90,148,52.525,0.283,1
90,149,56.45,0.4,1
91,120,22.08,0.102,1
91,121,21.593358,0.074862,0
91,122,19.662625,0.071142,0
91,123,19.485515,0.076125,0
91,124,17.863939,0.072845,0
91,125,17.799214,0.053526,0
91,126,17.06841,0.015918,0
91,127,18.68377,0.018329,0
91,128,18.540131,0.051516,0
91,129,20.218,0.051,1
91,130,20.376288,0.051281,0
91,131,22.155,0.072,1
91,132,22.320676,0.071063,0
91,133,23.862278,0.007587,0
91,134,24.340725,0.071012,0
91,135,26.033276,0.01142,0
91,136,26.831198,0.00742,0
91,137,28.923586,0.00434,0
91,138,29.896908,0.00328,0
91,139,32.173607,0.003038,0
91,140,33.424404,0.001772,0
91,141,35.946633,0.007645,0
91,142,37.489472,0.001336,0
91,143,40.338921,0.004094,0
91,144,42.288896,0.013972,0
91,145,45.33395,0.013972,0
91,146,47.527619,0.013041,0
91,147,50.894038,0.015835,0
91,148,53.337,0.196,1
91,149,56.91,0.2,1
91,150,59.64,0.3,1
92,123,24.923087,0.08849,0
92,124,23.066351,0.028093,0
92,125,22.973,0.071,1
92,126,21.894608,0.013714,0
92,127,23.286569,0.050775,0
92,128,22.933,0.101,1
92,129,24.519995,0.051114,0
92,130,24.272827,0.051994,0
92,131,25.837006,0.071119,0
92,132,25.722252,0.023171,0
92,133,27.379921,0.010909,0
92,134,27.328869,0.012999,0
92,135,29.045462,0.009705,0
92,136,29.222226,0.014354,0
92,137,31.210554,0.005938,0
92,138,31.615002,0.004509,0
92,139,33.806015,0.00267,0
92,140,34.60953,0.001809,0
92,141,36.919176,0.002255,0
92,142,38.145025,0.00113,0
92,143,40.918846,0.001117,0
92,144,42.444644,0.001113,0
92,145,45.390194,0.001203,0
92,146,47.307783,0.001493,0
92,147,50.572718,0.001503,0
92,148,52.715505,0.002553,0
92,149,56.197,0.196,1
92,150,58.62,0.201,1
92,151,62.36,0.3,1
93,126,29.456655,0.088354,0
93,127,30.311,0.196,1
93,128,29.85,0.2,1
93,129,31.019,0.196,1
93,130,30.6,0.196,1
93,131,31.876,0.196,1
93,132,31.587704,0.071622,0
93,133,32.777,0.088,1
93,134,32.56208,0.072506,0
93,135,33.595694,0.050572,0
93,136,33.779675,0.086848,0
93,137,35.236291,0.051288,0
93,138,35.624513,0.050547,0
93,139,37.36,0.1,1
93,140,37.94859,0.050981,0
93,141,39.954871,0.008397,0
93,142,41.043108,0.001389,0
93,143,43.378178,0.050421,0
93,144,44.871659,0.00112,0
93,145,47.454656,0.001138,0
93,146,49.311057,0.001311,0
93,147,52.316272,0.017032,0
93,148,54.260175,0.070719,0
93,149,57.416932,0.200004,0
93,150,59.876,0.032,1
93,151,63.202,0.298,1
93,152,65.89,0.3,1
94,133,36.77,0.1,1
94,134,36.08737,0.029143,0
94,135,37.39559,0.051176,0
94,136,36.934392,0.014824,0
94,137,38.309005,0.022549,0
94,138,38.36314,0.017595,0
94,139,40.051769,0.050351,0
94,140,40.349971,0.006798,0
94,141,42.18241,0.020521,0
94,142,42.901593,0.001811,0
94,143,45.091722,0.001697,0
94,144,46.163213,0.001139,0
94,145,48.588282,0.001113,0
94,146,50.12538,0.001106,0
94,147,52.955175,0.001106,0
94,148,54.716932,0.001245,0
94,149,57.754602,0.002542,0
94,150,59.806028,0.002346,0
94,151,63.178179,0.01362,0
94,152,65.394801,0.014985,0
94,153,69.108,0.196,1
95,134,42.15002,0.087348,0
95,135,42.932,0.133,1
95,136,42.41,0.3,1
95,137,43.34,0.3,1
95,138,43.263,0.102,1
95,139,44.461,0.159,1
95,140,44.625429,0.052192,0
95,141,46.041,0.112,1
95,142,46.57,0.059,1
95,143,48.421487,0.0507,0
95,144,49.390424,0.001982,0
95,145,51.510169,0.013832,0
95,146,52.934395,0.001114,0
95,147,55.468072,0.001119,0
95,148,57.175046,0.001388,0
95,149,59.879196,0.001492,0
95,150,61.900469,0.001887,0
95,151,64.994,0.018,1
95,152,67.153,0.1,1
95,153,70.563,0.2,1
95,154,73.104,0.298,1
96,135,47.27,0.3,1
96,136,46.312,0.202,1
96,137,47.294006,0.071547,0
96,138,46.724633,0.017394,0
96,139,48.034,0.201,1
96,140,47.855045,0.018315,0
96,141,49.247085,0.07096,0
96,142,49.445188,0.012234,0
96,143,51.147025,0.054047,0
96,144,51.724306,0.001906,0
96,145,53.70183,0.001608,0
96,146,54.803764,0.001142,0
96,147,57.181998,0.001496,0
96,148,58.451896,0.001107,0
96,149,61.00458,0.00115,0
96,150,62.616967,0.001526,0
96,151,65.533143,0.003797,0
96,152,67.392755,0.002358,0
96,153,70.750702,0.002371,0
96,154,72.989594,0.010274,0
96,155,76.648018,0.022698,0
96,156,79.056,0.298,1
97,136,52.861,0.224,1
97,137,53.455,0.142,1
97,138,52.704,0.401,1
97,139,53.542,0.401,1
97,140,53.188,0.224,1
97,141,54.216,0.255,1
97,142,54.25,0.207,1
97,143,55.664,0.15,1
97,144,56.032,0.2,1
97,145,57.734,0.2,1
97,146,58.689693,0.004524,0
97,147,60.713885,0.014399,0
97,148,61.813836,0.001793,0
97,149,63.966967,0.060019,0
97,150,65.489562,0.005189,0
97,151,68.08,0.071,1
97,152,69.846384,0.001249,0
97,153,72.949978,0.003719,0
97,154,75.228018,0.010734,0
97,155,78.535,0.2,1
97,156,80.929,0.359,1
97,157,84.393,0.298,1
98,139,57.938921,0.087287,0
98,140,57.278,0.298,1
98,141,58.269,0.209,1
98,142,57.990944,0.0187,0
98,143,59.327,0.166,1
98,144,59.386966,0.012892,0
98,145,60.99,0.114,1
98,146,61.478179,0.002618,0
98,147,63.38521,0.002428,0
98,148,64.090292,0.001515,0
98,149,66.103903,0.015334,0
98,150,67.238012,0.005121,0
98,151,69.722784,0.001183,0
98,152,71.170391,0.001538,0
98,153,74.135018,0.003901,0
98,154,76.034617,0.002358,0
98,155,79.301567,0.004257,0
98,156,81.341401,0.011462,0
98,157,84.809,0.2,1
98,158,87.041,0.314,1
99,140,63.556,0.298,1
99,141,64.199,0.401,1
99,142,63.863,0.225,1
99,143,64.801,0.256,1
99,144,64.747,0.207,1
99,145,66.026,0.181,1
99,146,66.366,0.2,1
99,147,67.901,0.224,1
99,148,68.578388,0.019441,0
99,149,70.299,0.052,1
99,150,71.175,0.03,1
99,151,73.225,0.1,1
99,152,74.512277,0.005994,0
99,153,77.294617,0.050056,0
99,154,79.010538,0.00125,0
99,155,81.990594,0.00401,0
99,156,84.089274,0.010817,0
99,157,87.187,0.1,1
99,158,89.403,0.411,1
99,159,92.702,0.401,1
100,141,69.126,0.298,1
100,142,68.4,0.401,1
100,143,69.387,0.215,1
100,144,68.966,0.201,1
100,145,70.187,0.195,1
100,146,70.188833,0.015333,0
100,147,71.673,0.115,1
100,148,71.897857,0.008497,0
100,149,73.519188,0.006212,0
100,150,74.072243,0.007888,0
100,151,75.953919,0.015203,0
100,152,76.815627,0.005498,0
100,153,79.34574,0.002932,0
100,154,80.902794,0.002414,0
100,155,83.799654,0.004291,0
100,156,85.486817,0.0056,0
100,157,88.590033,0.004486,0
100,158,90.426,0.2,1
100,159,93.704,0.283,1
100,160,95.766,0.435,1
101,144,75.272,0.305,1
101,145,76.115,0.259,1
101,146,75.937,0.207,1
101,147,77.148,0.237,1
101,148,77.232,0.201,1
101,149,78.63,0.301,1
101,150,78.966744,0.018919,0
101,151,80.51,0.13,1
101,152,81.173,0.031,1
101,153,83.453,0.1,1
101,154,84.84307,0.006553,0
101,155,87.456,0.122,1
101,156,88.993053,0.001601,0
101,157,91.686792,0.004419,0
101,158,93.624,0.2,1
101,159,96.552,0.316,1
101,160,98.578,0.509,1
101,161,101.627,0.5,1
102,146,80.621,0.224,1
102,147,81.782,0.279,1
102,148,81.564,0.201,1
102,149,82.849,0.114,1
102,150,82.871427,0.009292,0
102,151,84.358735,0.006912,0
102,152,84.723347,0.009658,0
102,153,86.807234,0.014904,0
102,154,87.822062,0.007743,0
102,155,90.247256,0.006678,0
102,156,91.478,0.1,1
102,157,94.078569,0.006589,0
102,158,95.612,0.2,1
102,159,98.455,0.2,1
102,160,100.101,0.361,1
102,161,103.129,0.49,1
102,162,105.011,0.591,1
103,148,87.728,0.298,1
103,149,88.737,0.238,1
103,150,88.575,0.202,1
103,151,89.871,0.301,1
103,152,89.9473,0.017698,0
103,153,91.746598,0.082903,0
103,154,92.665,0.044,1
103,155,94.782,0.102,1
103,156,95.852,0.071,1
103,157,98.277,0.124,1
103,158,99.558,0.2,1
103,159,102.102,0.2,1
103,160,103.729,0.283,1
103,161,106.377,0.436,1
103,162,108.233,0.547,1
103,163,111.622,0.583,1
104,149,93.557,0.41,1
104,150,93.199,0.283,1
104,151,94.33,0.115,1
104,152,94.222049,0.017848,0
104,153,95.866427,0.010817,0
104,154,96.341036,0.031967,0
104,155,98.362,0.072,1
104,156,99.147,0.2,1
104,157,101.318594,0.050444,0
104,158,102.393,0.224,1
104,159,104.756,0.153,1
104,160,106.077,0.361,1
104,161,108.69,0.361,1
104,162,110.076,0.469,1
104,163,113.444,0.575,1
104,164,115.476,0.662,1
105,150,99.593,0.359,1
105,151,100.498,0.24,1
105,152,100.207,0.203,1
105,153,101.797,0.305,1
105,154,101.991016,0.05304,0
105,155,103.673,0.093,1
105,156,104.308,0.11,1
105,157,106.253,0.143,1
105,158,107.111,0.168,1
105,159,109.362,0.235,1
105,160,110.483,0.224,1
105,161,112.737,0.283,1
105,162,114.074,0.412,1
105,163,117.062,0.529,1
105,164,119.148,0.624,1
105,165,122.307,0.617,1
106,152,105.244,0.413,1
106,153,106.52,0.115,1
106,154,106.547552,0.020536,0
106,155,108.005043,0.018494,0
106,156,108.365771,0.035411,0
106,157,110.19,0.095,1
106,158,110.782,0.283,1
106,159,112.794,0.123,1
106,160,113.618,0.245,1
106,161,115.806,0.257,1
106,162,116.802,0.469,1
106,163,119.763,0.364,1
106,164,121.491,0.557,1
106,165,124.757,0.585,1
106,166,126.58,0.727,1
106,167,130.018,0.503,1
107,153,113.323,0.245,1
107,154,113.133,0.209,1
107,155,114.541,0.306,1
107,156,114.496,0.305,1
107,157,116.058,0.177,1
107,158,116.415,0.234,1
107,159,118.104,0.163,1
107,160,118.766,0.263,1
107,161,120.807,0.381,1
107,162,121.478,0.374,1
107,163,124.226,0.287,1
107,164,125.921,0.415,1
107,165,128.789,0.532,1
107,166,130.633,0.692,1
107,167,133.682,0.619,1
107,168,135.691,0.596,1
108,155,119.678,0.125,1
108,156,119.563222,0.028881,0
108,157,120.900283,0.023958,0
108,158,121.136373,0.038695,0
108,159,122.653,0.096,1
108,160,122.83,0.283,1
108,161,124.564,0.124,1
108,162,125.112,0.248,1
108,163,127.74,0.28,1
108,164,129.006,0.51,1
108,165,131.89,0.367,1
108,166,133.486,0.592,1
108,167,136.62,0.587,1
108,168,138.285,0.754,1
108,169,141.493,0.541,1
109,156,126.678,0.451,1
109,157,127.962,0.307,1
109,158,127.791,0.503,1
109,159,129.151,0.233,1
109,160,129.37,0.463,1
109,161,130.71,0.17,1
109,162,131.101,0.33,1
109,163,133.581,0.485,1
109,164,134.713,0.424,1
109,165,137.246,0.354,1
109,166,138.829,0.418,1
109,167,141.315,0.532,1
109,168,142.968,0.699,1
109,169,145.736,0.621,1
109,170,147.496,0.667,1
110,157,133.88,0.135,1
110,158,133.648,0.301,1
110,159,134.834709,0.031403,0
110,160,134.678282,0.048011,0
110,161,135.948,0.097,1
110,162,136.015,0.413,1
110,163,138.356,0.134,1
110,164,139.197,0.389,1
110,165,141.565,0.41,1
110,166,142.541,0.548,1
110,167,145.14,0.384,1
110,168,146.381,0.625,1
110,169,149.126,0.598,1
110,170,150.52,0.78,1
110,171,153.431,0.579,1
111,161,142.773,0.233,1
111,162,142.695,0.526,1
111,163,144.613,0.177,1
111,164,145.296,0.519,1
111,165,147.486,0.629,1
111,166,148.338,0.52,1
111,167,150.517,0.357,1
111,168,151.775,0.421,1
111,169,153.886,0.532,1
111,170,155.297,0.806,1
111,171,157.8,0.654,1
111,172,159.281,0.697,1
112,164,150.352,0.596,1
112,165,152.403,0.143,1
112,166,152.932,0.438,1
112,167,155.03,0.456,1
112,168,155.696,0.583,1
112,169,158.019,0.387,1
112,170,158.976,0.656,1
112,171,161.486,0.608,1
112,172,162.545,0.806,1
112,173,165.173,0.581,1
113,165,158.889,0.184,1
113,166,159.239,0.699,1
113,167,161.14,0.4,1
113,168,161.81,0.3,1
113,169,163.725,0.361,1
113,170,164.707,0.436,1
113,171,166.591,0.534,1
113,172,167.731,0.807,1
113,173,170.014,0.656,1
113,174,171.245,0.725,1
114,170,168.921,0.656,1
114,171,171.003,0.391,1
114,172,171.773,0.657,1
114,173,174.073,0.61,1
114,174,175.042,0.806,1
114,175,177.564,0.584,1
115,172,177.895,0.439,1
115,173,179.771,0.536,1
115,174,180.666,0.809,1
115,175,182.894,0.658,1
115,176,183.99,0.784,1
116,173,184.528,0.492,1
116,174,185.198,0.66,1
116,175,187.387,0.612,1
116,176,188.242,0.806,1
116,177,190.669,0.586,1
117,174,191.8,0.594,1
117,175,193.576,0.669,1
117,176,194.385,0.81,1
117,177,196.521,0.66,1
118,175,198.873,0.702,1
118,176,199.463,0.663,1
118,177,201.512,0.644,1
