Z,N,UQ,DQ,Mass Excess [MeV],Mass Error,Mass Estimated,Neutron separation energy [MeV],Separation Error,Seperation Estimated
97,157,351,411,84.393,0.298,1,4.607,0.467,1
98,139,335,376,57.938921,0.087287,0,NaN,NaN,
98,140,336,378,57.278,0.298,1,8.733,0.311,1
98,141,337,380,58.269,0.209,1,7.08,0.364,1
98,142,338,382,57.990944,0.0187,0,8.349,0.21,1
98,143,339,384,59.327,0.166,1,6.736,0.167,1
98,144,340,386,59.386966,0.012892,0,8.011,0.166,1
98,145,341,388,60.99,0.114,1,6.468,0.115,1
98,146,342,390,61.478179,0.002618,0,7.583,0.114,1
98,147,343,392,63.38521,0.002428,0,6.16429,0.00331,0
98,148,344,394,64.090292,0.001515,0,7.36623,0.00242,0
98,149,345,396,66.103903,0.015334,0,6.05771,0.01541,0
98,150,346,398,67.238012,0.005121,0,6.93721,0.01617,0
98,151,347,400,69.722784,0.001183,0,5.58654,0.00505,0
98,152,348,402,71.170391,0.001538,0,6.62371,0.00132,0
98,153,349,404,74.135018,0.003901,0,5.10669,0.00388,0
98,154,350,406,76.034617,0.002358,0,6.17172,0.00407,0
98,155,351,408,79.301567,0.004257,0,4.80437,0.00354,0
98,156,352,410,81.341401,0.011462,0,6.03148,0.01176,0
98,157,353,412,84.809,0.2,1,4.603,0.201,1
98,158,354,414,87.041,0.314,1,5.84,0.373,1
99,140,338,379,63.556,0.298,1,NaN,NaN,
99,141,339,381,64.199,0.401,1,7.429,0.499,1
99,142,340,383,63.863,0.225,1,8.407,0.46,1
99,143,341,385,64.801,0.256,1,7.133,0.341,1
99,144,342,387,64.747,0.207,1,8.125,0.329,1
99,145,343,389,66.026,0.181,1,6.793,0.275,1
99,146,344,391,66.366,0.2,1,7.731,0.27,1
99,147,345,393,67.901,0.224,1,6.537,0.3,1
99,148,346,395,68.578388,0.019441,0,7.394,0.224,1
99,149,347,397,70.299,0.052,1,6.35,0.056,1
99,150,348,399,71.175,0.03,1,7.196,0.06,1
99,151,349,401,73.225,0.1,1,6.021,0.104,1
99,152,350,403,74.512277,0.005994,0,6.784,0.1,1
99,153,351,405,77.294617,0.050056,0,5.28898,0.05041,0
99,154,352,407,79.010538,0.00125,0,6.3554,0.05007,0
99,155,353,409,81.990594,0.00401,0,5.09126,0.00395,0
99,156,354,411,84.089274,0.010817,0,5.97264,0.01143,0
99,157,355,413,87.187,0.1,1,4.974,0.101,1
99,158,356,415,89.403,0.411,1,5.855,0.423,1
99,159,357,417,92.702,0.401,1,4.773,0.574,1
100,141,341,382,69.126,0.298,1,NaN,NaN,
100,142,342,384,68.4,0.401,1,8.798,0.499,1
100,143,343,386,69.387,0.215,1,7.084,0.455,1
100,144,344,388,68.966,0.201,1,8.493,0.294,1
100,145,345,390,70.187,0.195,1,6.85,0.28,1
100,146,346,392,70.188833,0.015333,0,8.07,0.195,1
100,147,347,394,71.673,0.115,1,6.588,0.116,1
100,148,348,396,71.897857,0.008497,0,7.846,0.115,1
100,149,349,398,73.519188,0.006212,0,6.44999,0.01047,0
100,150,350,400,74.072243,0.007888,0,7.51826,0.00997,0
100,151,351,402,75.953919,0.015203,0,6.18964,0.01713,0
100,152,352,404,76.815627,0.005498,0,7.20961,0.01617,0
100,153,353,406,79.34574,0.002932,0,5.5412,0.00605,0
100,154,354,408,80.902794,0.002414,0,6.51426,0.00352,0
100,155,355,410,83.799654,0.004291,0,5.17446,0.00466,0
100,156,356,412,85.486817,0.0056,0,6.38415,0.00675,0
100,157,357,414,88.590033,0.004486,0,4.9681,0.00635,0
100,158,358,416,90.426,0.2,1,6.235,0.2,1
100,159,359,418,93.704,0.283,1,4.793,0.347,1
100,160,360,420,95.766,0.435,1,6.01,0.519,1
101,144,346,389,75.272,0.305,1,NaN,NaN,
101,145,347,391,76.115,0.259,1,7.229,0.401,1
101,146,348,393,75.937,0.207,1,8.249,0.332,1
101,147,349,395,77.148,0.237,1,6.86,0.315,1
101,148,350,397,77.232,0.201,1,7.987,0.311,1
101,149,351,399,78.63,0.301,1,6.673,0.362,1
101,150,352,401,78.966744,0.018919,0,7.735,0.302,1
101,151,353,403,80.51,0.13,1,6.528,0.132,1
101,152,354,405,81.173,0.031,1,7.409,0.134,1
101,153,355,407,83.453,0.1,1,5.791,0.105,1
101,154,356,409,84.84307,0.006553,0,6.681,0.1,1
101,155,357,411,87.456,0.122,1,5.458,0.123,1
101,156,358,413,88.993053,0.001601,0,6.534,0.123,1
101,157,359,415,91.686792,0.004419,0,5.37758,0.00448,0
101,158,360,417,93.624,0.2,1,6.134,0.2,1
101,159,361,419,96.552,0.316,1,5.144,0.374,1
101,160,362,421,98.578,0.509,1,6.045,0.599,1
101,161,363,423,101.627,0.5,1,5.023,0.714,1
102,146,350,394,80.621,0.224,1,NaN,NaN,
102,147,351,396,81.782,0.279,1,6.91,0.358,1
102,148,352,398,81.564,0.201,1,8.29,0.344,1
102,149,353,400,82.849,0.114,1,6.786,0.231,1
102,150,354,402,82.871427,0.009292,0,8.049,0.115,1
102,151,355,404,84.358735,0.006912,0,6.58401,0.01154,0
102,152,356,406,84.723347,0.009658,0,7.7067,0.01184,0
102,153,357,408,86.807234,0.014904,0,5.98743,0.01776,0
102,154,358,410,87.822062,0.007743,0,7.05649,0.0168,0
102,155,359,412,90.247256,0.006678,0,5.64612,0.01012,0
102,156,360,414,91.478,0.1,1,6.841,0.1,1
102,157,361,416,94.078569,0.006589,0,5.47,0.1,1
102,158,362,418,95.612,0.2,1,6.538,0.2,1
102,159,363,420,98.455,0.2,1,5.228,0.283,1
102,160,364,422,100.101,0.361,1,6.425,0.412,1
102,161,365,424,103.129,0.49,1,5.043,0.608,1
102,162,366,426,105.011,0.591,1,6.19,0.767,1
103,148,354,399,87.728,0.298,1,NaN,NaN,
103,149,355,401,88.737,0.238,1,7.062,0.381,1
103,150,356,403,88.575,0.202,1,8.233,0.312,1
103,151,357,405,89.871,0.301,1,6.775,0.363,1
103,152,358,407,89.9473,0.017698,0,7.996,0.302,1
103,153,359,409,91.746598,0.082903,0,6.27202,0.08477,0
103,154,360,411,92.665,0.044,1,7.152,0.094,1
103,155,361,413,94.782,0.102,1,5.955,0.111,1
103,156,362,415,95.852,0.071,1,7.002,0.124,1
103,157,363,417,98.277,0.124,1,5.646,0.143,1
103,158,364,419,99.558,0.2,1,6.79,0.235,1
103,159,365,421,102.102,0.2,1,5.528,0.283,1
103,160,366,423,103.729,0.283,1,6.444,0.347,1
103,161,367,425,106.377,0.436,1,5.424,0.52,1
103,162,368,427,108.233,0.547,1,6.215,0.699,1
103,163,369,429,111.622,0.583,1,4.683,0.8,1
104,149,357,402,93.557,0.41,1,NaN,NaN,
104,150,358,404,93.199,0.283,1,8.43,0.498,1
104,151,359,406,94.33,0.115,1,6.94,0.306,1
104,152,360,408,94.222049,0.017848,0,8.179,0.116,1
104,153,361,410,95.866427,0.010817,0,6.42694,0.02085,0
104,154,362,412,96.341036,0.031967,0,7.59671,0.03373,0
104,155,363,414,98.362,0.072,1,6.05,0.079,1
104,156,364,416,99.147,0.2,1,7.287,0.213,1
104,157,365,418,101.318594,0.050444,0,5.9,0.206,1
104,158,366,420,102.393,0.224,1,6.997,0.229,1
104,159,367,422,104.756,0.153,1,5.708,0.271,1
104,160,368,424,106.077,0.361,1,6.75,0.392,1
104,161,369,426,108.69,0.361,1,5.458,0.51,1
104,162,370,428,110.076,0.469,1,6.685,0.592,1
104,163,371,430,113.444,0.575,1,4.703,0.742,1
104,164,372,432,115.476,0.662,1,6.04,0.877,1
105,150,360,405,99.593,0.359,1,NaN,NaN,
105,151,361,407,100.498,0.24,1,7.166,0.432,1
105,152,362,409,100.207,0.203,1,8.363,0.314,1
105,153,363,411,101.797,0.305,1,6.481,0.367,1
105,154,364,413,101.991016,0.05304,0,7.877,0.31,1
105,155,365,415,103.673,0.093,1,6.39,0.107,1
105,156,366,417,104.308,0.11,1,7.436,0.144,1
105,157,367,419,106.253,0.143,1,6.126,0.181,1
105,158,368,421,107.111,0.168,1,7.214,0.221,1
105,159,369,423,109.362,0.235,1,5.821,0.289,1
105,160,370,425,110.483,0.224,1,6.95,0.325,1
105,161,371,427,112.737,0.283,1,5.818,0.361,1
105,162,372,429,114.074,0.412,1,6.734,0.5,1
105,163,373,431,117.062,0.529,1,5.084,0.671,1
105,164,374,433,119.148,0.624,1,5.985,0.818,1
105,165,375,435,122.307,0.617,1,4.913,0.877,1
106,152,364,410,105.244,0.413,1,NaN,NaN,
106,153,365,412,106.52,0.115,1,6.795,0.428,1
106,154,366,414,106.547552,0.020536,0,8.043,0.117,1
106,155,367,416,108.005043,0.018494,0,6.61383,0.02762,0
106,156,368,418,108.365771,0.035411,0,7.71059,0.03994,0
106,157,369,420,110.19,0.095,1,6.247,0.101,1
106,158,370,422,110.782,0.283,1,7.48,0.298,1
106,159,371,424,112.794,0.123,1,6.059,0.308,1
106,160,372,426,113.618,0.245,1,7.248,0.274,1
106,161,373,428,115.806,0.257,1,5.883,0.355,1
106,162,374,430,116.802,0.469,1,7.075,0.535,1
106,163,375,432,119.763,0.364,1,5.11,0.594,1
106,164,376,434,121.491,0.557,1,6.343,0.665,1
106,165,377,436,124.757,0.585,1,4.805,0.808,1
106,166,378,438,126.58,0.727,1,6.248,0.934,1
106,167,379,440,130.018,0.503,1,4.634,0.884,1
107,153,367,413,113.323,0.245,1,NaN,NaN,
107,154,368,415,113.133,0.209,1,8.261,0.322,1
107,155,369,417,114.541,0.306,1,6.663,0.37,1
107,156,370,419,114.496,0.305,1,8.117,0.432,1
107,157,371,421,116.058,0.177,1,6.51,0.353,1
107,158,372,423,116.415,0.234,1,7.714,0.293,1
107,159,373,425,118.104,0.163,1,6.382,0.285,1
107,160,374,427,118.766,0.263,1,7.41,0.309,1
107,161,375,429,120.807,0.381,1,6.031,0.463,1
107,162,376,431,121.478,0.374,1,7.4,0.534,1
107,163,377,433,124.226,0.287,1,5.323,0.472,1
107,164,378,435,125.921,0.415,1,6.376,0.505,1
107,165,379,437,128.789,0.532,1,5.203,0.675,1
107,166,380,439,130.633,0.692,1,6.228,0.873,1
107,167,381,441,133.682,0.619,1,5.023,0.928,1
107,168,382,443,135.691,0.596,1,6.062,0.859,1
108,155,371,418,119.678,0.125,1,NaN,NaN,
108,156,372,420,119.563222,0.028881,0,8.186,0.129,1
108,157,373,422,120.900283,0.023958,0,6.73426,0.03751,0
108,158,374,424,121.136373,0.038695,0,7.83523,0.0455,0
108,159,375,426,122.653,0.096,1,6.555,0.103,1
108,160,376,428,122.83,0.283,1,7.894,0.299,1
108,161,377,430,124.564,0.124,1,6.337,0.309,1
108,162,378,432,125.112,0.248,1,7.523,0.277,1
108,163,379,434,127.74,0.28,1,5.444,0.374,1
108,164,380,436,129.006,0.51,1,6.805,0.582,1
108,165,381,438,131.89,0.367,1,5.188,0.629,1
108,166,382,440,133.486,0.592,1,6.476,0.697,1
108,167,383,442,136.62,0.587,1,4.938,0.834,1
108,168,384,444,138.285,0.754,1,6.405,0.956,1
108,169,385,446,141.493,0.541,1,4.864,0.928,1
109,156,374,421,126.678,0.451,1,NaN,NaN,
109,157,375,423,127.962,0.307,1,6.787,0.546,1
109,158,376,425,127.791,0.503,1,8.242,0.589,1
109,159,377,427,129.151,0.233,1,6.711,0.554,1
109,160,378,429,129.37,0.463,1,7.852,0.519,1
109,161,379,431,130.71,0.17,1,6.731,0.494,1
109,162,380,433,131.101,0.33,1,7.681,0.371,1
109,163,381,435,133.581,0.485,1,5.591,0.587,1
109,164,382,437,134.713,0.424,1,6.94,0.645,1
109,165,383,439,137.246,0.354,1,5.538,0.552,1
109,166,384,441,138.829,0.418,1,6.488,0.548,1
109,167,385,443,141.315,0.532,1,5.585,0.677,1
109,168,386,445,142.968,0.699,1,6.418,0.878,1
109,169,387,447,145.736,0.621,1,5.304,0.935,1
109,170,388,449,147.496,0.667,1,6.311,0.912,1
110,157,377,424,133.88,0.135,1,NaN,NaN,
110,158,378,426,133.648,0.301,1,8.303,0.33,1
110,159,379,428,134.834709,0.031403,0,6.885,0.303,1
110,160,380,430,134.678282,0.048011,0,8.22774,0.05736,0
110,161,381,432,135.948,0.097,1,6.802,0.108,1
110,162,382,434,136.015,0.413,1,8.004,0.424,1
110,163,383,436,138.356,0.134,1,5.73,0.434,1
110,164,384,438,139.197,0.389,1,7.23,0.411,1
110,165,385,440,141.565,0.41,1,5.704,0.566,1
110,166,386,442,142.541,0.548,1,7.095,0.684,1
110,167,387,444,145.14,0.384,1,5.472,0.669,1
110,168,388,446,146.381,0.625,1,6.831,0.733,1
110,169,389,448,149.126,0.598,1,5.326,0.865,1
110,170,390,450,150.52,0.78,1,6.677,0.983,1
110,171,391,452,153.431,0.579,1,5.161,0.972,1
111,161,383,433,142.773,0.233,1,NaN,NaN,
111,162,384,435,142.695,0.526,1,8.15,0.576,1
111,163,385,437,144.613,0.177,1,6.153,0.555,1
111,164,386,439,145.296,0.519,1,7.389,0.548,1
111,165,387,441,147.486,0.629,1,5.881,0.815,1
111,166,388,443,148.338,0.52,1,7.22,0.816,1
111,167,389,445,150.517,0.357,1,5.892,0.63,1
111,168,390,447,151.775,0.421,1,6.814,0.552,1
111,169,391,449,153.886,0.532,1,5.96,0.678,1
111,170,392,451,155.297,0.806,1,6.66,0.965,1
111,171,393,453,157.8,0.654,1,5.568,1.038,1
111,172,394,455,159.281,0.697,1,6.591,0.956,1
112,164,388,440,150.352,0.596,1,NaN,NaN,
112,165,389,442,152.403,0.143,1,6.021,0.613,1
112,166,390,444,152.932,0.438,1,7.542,0.46,1
112,167,391,446,155.03,0.456,1,5.974,0.632,1
112,168,392,448,155.696,0.583,1,7.405,0.741,1
112,169,393,450,158.019,0.387,1,5.748,0.7,1
112,170,394,452,158.976,0.656,1,7.115,0.762,1
112,171,395,454,161.486,0.608,1,5.561,0.895,1
112,172,396,456,162.545,0.806,1,7.012,1.009,1
112,173,397,458,165.173,0.581,1,5.443,0.993,1
113,165,391,443,158.889,0.184,1,NaN,NaN,
113,166,392,445,159.239,0.699,1,7.721,0.723,1
113,167,393,447,161.14,0.4,1,6.17,0.805,1
113,168,394,449,161.81,0.3,1,7.402,0.5,1
113,169,395,451,163.725,0.361,1,6.156,0.469,1
113,170,396,453,164.707,0.436,1,7.09,0.566,1
113,171,397,455,166.591,0.534,1,6.187,0.689,1
113,172,398,457,167.731,0.807,1,6.932,0.968,1
113,173,399,459,170.014,0.656,1,5.787,1.04,1
113,174,400,461,171.245,0.725,1,6.84,0.978,1
114,170,398,454,168.921,0.656,1,NaN,NaN,
114,171,399,456,171.003,0.391,1,5.99,0.763,1
114,172,400,458,171.773,0.657,1,7.301,0.764,1
114,173,401,460,174.073,0.61,1,5.772,0.897,1
114,174,402,462,175.042,0.806,1,7.102,1.011,1
114,175,403,464,177.564,0.584,1,5.549,0.995,1
115,172,402,459,177.895,0.439,1,NaN,NaN,
115,173,403,461,179.771,0.536,1,6.196,0.693,1
115,174,404,463,180.666,0.809,1,7.176,0.97,1
115,175,405,465,182.894,0.658,1,5.844,1.042,1
115,176,406,467,183.99,0.784,1,6.975,1.024,1
116,173,405,462,184.528,0.492,1,NaN,NaN,
116,174,406,464,185.198,0.66,1,7.401,0.823,1
116,175,407,466,187.387,0.612,1,5.882,0.9,1
116,176,408,468,188.242,0.806,1,7.217,1.012,1
116,177,409,470,190.669,0.586,1,5.644,0.996,1
117,174,408,465,191.8,0.594,1,NaN,NaN,
117,175,409,467,193.576,0.669,1,6.296,0.895,1
117,176,410,469,194.385,0.81,1,7.262,1.051,1
117,177,411,471,196.521,0.66,1,5.935,1.045,1
118,175,411,468,198.873,0.702,1,NaN,NaN,
118,176,412,470,199.463,0.663,1,7.481,0.966,1
118,177,413,472,201.512,0.644,1,6.022,0.925,1
